aX,aY,aZ,gX,gY,gZ
0.181,0.330,0.479,-24.597,88.989,123.718
0.157,0.273,0.451,-77.942,80.994,80.139
0.068,0.184,0.498,-161.560,81.055,50.110
0.030,0.056,0.437,-187.195,79.468,28.992
-0.046,-0.088,0.332,-181.396,78.125,17.273
-0.025,-0.173,0.180,-175.110,75.623,15.747
-0.090,-0.104,0.107,-163.635,65.002,23.560
-0.057,-0.029,0.047,-130.859,48.767,34.729
-0.046,0.059,0.016,-114.136,33.997,41.321
-0.068,0.115,-0.015,-135.986,31.799,40.771
-0.087,0.114,-0.071,-134.094,28.625,31.433
-0.142,0.104,-0.043,-117.004,18.066,19.043
-0.154,0.138,0.038,-88.867,3.113,10.376
-0.174,0.201,0.066,-49.866,-9.216,8.911
-0.180,0.256,0.044,-53.345,-15.564,9.888
-0.179,0.327,0.050,-96.985,-17.151,6.653
-0.162,0.331,0.011,-86.426,-23.132,-1.770
-0.168,0.283,-0.013,-53.650,-32.959,-12.573
-0.162,0.223,-0.020,-52.612,-39.490,-22.766
-0.172,0.141,0.007,-60.364,-45.898,-30.640
-0.177,0.035,0.042,-59.509,-55.054,-35.767
-0.163,-0.034,0.113,-65.857,-62.195,-35.828
-0.142,-0.064,0.199,-65.125,-69.275,-33.691
-0.126,-0.076,0.267,-52.185,-76.050,-31.799
-0.131,-0.114,0.296,-57.251,-78.430,-30.334
-0.142,-0.150,0.286,-80.994,-76.843,-29.175
-0.143,-0.177,0.245,-89.478,-79.468,-25.574
-0.111,-0.155,0.237,-97.778,-90.149,-19.348
-0.056,-0.123,0.348,-111.206,-107.483,-14.893
-0.022,-0.156,0.538,-109.619,-128.418,-16.174
0.125,-0.249,0.812,-111.023,-145.996,-19.287
0.021,-0.301,1.101,-124.207,-153.564,-19.592
0.063,-0.321,1.241,-116.028,-142.212,-18.799
0.073,-0.297,1.251,-56.824,-130.676,-14.404
0.109,-0.260,1.198,-15.198,-122.986,-9.583
0.118,-0.314,1.181,-17.395,-120.422,-10.193
0.169,-0.334,1.229,-58.838,-121.765,-8.667
0.190,-0.228,1.473,-119.873,-125.183,-4.150
0.294,-0.227,1.628,-143.799,-129.517,-5.310
0.276,-0.152,1.968,-159.851,-125.122,-8.545
0.290,-0.335,2.023,-141.174,-112.549,-13.550
0.339,-0.143,2.259,-102.722,-116.089,-3.357
0.338,-0.153,2.648,-91.736,-114.746,-8.362
0.318,-0.223,2.797,-57.312,-97.046,-16.968
0.318,-0.314,2.716,-28.625,-67.200,-20.203
0.296,-0.338,2.677,-34.546,-46.509,-17.944
0.271,-0.308,2.779,-37.109,-40.955,-14.099
0.263,-0.308,2.910,-18.311,-36.621,-15.198
0.232,-0.363,3.013,-0.488,-24.292,-19.470
0.217,-0.415,3.026,17.029,-6.165,-21.851
0.161,-0.468,2.856,25.696,19.531,-20.386
0.127,-0.475,2.640,3.052,45.654,-13.062
0.113,-0.427,2.505,-6.897,58.533,-2.258
0.100,-0.334,2.467,-2.869,63.171,6.042
0.075,-0.307,2.393,-6.836,73.853,10.254
0.014,-0.220,2.223,-17.395,91.125,16.296
-0.006,-0.054,1.940,-28.809,109.131,24.109
0.001,0.118,1.719,-38.696,120.239,25.391
-0.030,0.186,1.454,-20.264,124.390,16.846
-0.033,0.219,1.174,9.583,121.765,3.784
-0.078,0.100,1.077,44.006,109.497,-9.521
-0.103,0.029,1.004,63.599,102.295,-12.695
-0.095,0.101,0.885,72.632,100.891,-6.531
-0.102,0.211,0.798,66.040,99.792,-2.930
-0.090,0.275,0.800,67.688,94.360,-5.432
-0.103,0.267,0.921,90.088,85.754,-11.475
-0.158,0.125,1.009,104.736,83.984,-15.381
-0.152,0.035,0.872,91.858,101.257,-7.629
-0.174,0.140,0.571,72.937,123.718,9.583
-0.216,0.231,0.255,61.157,134.827,18.066
-0.219,0.183,-0.047,54.260,135.559,15.320
-0.217,0.109,-0.218,39.734,125.122,13.184
-0.213,0.090,-0.289,20.081,108.459,16.968
-0.175,0.114,-0.374,-8.179,95.276,22.522
-0.133,0.074,-0.444,-36.438,82.764,23.560
-0.117,-0.003,-0.404,-55.969,67.200,21.545
-0.111,-0.036,-0.403,-44.983,53.772,19.775
-0.112,0.006,-0.476,0.427,42.480,20.020
-0.115,0.005,-0.480,29.419,27.344,18.799
-0.111,-0.062,-0.447,28.198,14.160,13.550
-0.131,-0.075,-0.458,34.729,4.578,11.169
-0.139,-0.044,-0.470,39.795,-5.371,13.977
-0.143,0.005,-0.440,17.273,-15.747,17.761

-0.115,-0.021,2.441,-38.635,-137.146,-2.014
-0.063,-0.066,2.633,-29.663,-126.587,4.822
-0.078,-0.113,2.747,-8.240,-114.319,8.484
-0.017,-0.106,2.844,8.423,-97.290,14.465
-0.019,-0.079,2.878,21.484,-78.308,18.555
-0.019,-0.113,2.887,37.476,-61.279,17.212
-0.056,-0.124,2.874,44.250,-45.654,17.273
-0.064,-0.109,2.851,38.330,-28.992,19.714
-0.088,-0.100,2.889,30.884,-16.541,18.372
-0.113,-0.063,2.893,18.066,-1.282,15.747
-0.141,-0.074,2.796,-0.183,19.775,10.315
-0.185,-0.157,2.607,-15.137,40.771,3.967
-0.204,-0.222,2.419,-33.325,58.655,3.174
-0.207,-0.185,2.338,-40.405,66.833,7.629
-0.205,-0.111,2.295,-33.630,71.289,9.644
-0.218,-0.071,2.192,-15.991,80.872,6.592
-0.236,-0.069,2.103,6.470,89.966,3.357
-0.252,0.024,1.992,17.151,100.281,5.737
-0.271,0.110,1.797,23.132,113.403,6.409
-0.292,0.127,1.575,36.560,123.169,1.648
-0.285,0.157,1.441,47.607,127.258,-1.465
-0.264,0.219,1.403,65.308,125.244,-2.197
-0.307,0.204,1.349,91.675,123.962,-6.165
-0.351,0.139,1.141,95.459,133.545,-10.559
-0.388,0.097,0.865,75.134,145.447,-7.690
-0.408,0.113,0.701,53.467,144.409,-1.343
-0.412,0.135,0.635,42.297,136.047,2.869
-0.420,0.121,0.638,34.546,128.479,2.869
-0.430,0.120,0.599,32.349,125.183,2.563
-0.429,0.149,0.556,31.311,123.657,5.066
-0.427,0.153,0.504,27.466,122.070,6.958
-0.405,0.180,0.381,23.804,123.047,9.521
-0.386,0.224,0.264,18.127,122.803,12.390
-0.358,0.235,0.149,10.498,119.141,11.841
-0.321,0.279,-0.005,0.427,115.906,11.536
-0.262,0.346,-0.178,-13.062,111.267,11.536
-0.211,0.354,-0.329,-22.522,101.563,7.019
-0.193,0.248,-0.403,-24.536,86.365,-1.465
-0.176,0.107,-0.467,-33.813,72.327,-7.019
-0.117,0.010,-0.582,-45.166,61.462,-6.531
-0.075,-0.069,-0.604,-34.485,44.678,-5.798
-0.057,-0.171,-0.510,-12.085,22.949,-6.531
-0.013,-0.246,-0.379,3.418,7.874,-6.042
0.002,-0.237,-0.343,29.480,1.587,-3.845
0.016,-0.202,-0.311,54.504,-3.113,-0.488
0.006,-0.199,-0.345,67.444,-5.920,2.319
-0.002,-0.133,-0.464,72.021,-6.409,8.484
0.003,-0.012,-0.540,66.772,-12.329,17.090
0.009,0.073,-0.547,50.659,-24.963,20.264
0.003,0.124,-0.606,27.710,-35.156,17.639
0.010,0.157,-0.652,3.784,-46.082,13.428
-0.009,0.144,-0.593,-15.686,-64.880,7.507
-0.041,0.072,-0.538,-35.583,-83.069,1.709
-0.049,0.017,-0.492,-57.922,-97.473,-0.427
-0.070,0.034,-0.297,-70.679,-117.859,0.549
-0.079,0.029,0.037,-74.402,-139.709,-0.244
-0.117,-0.038,0.361,-73.975,-152.710,-3.113
-0.170,-0.091,0.522,-69.580,-153.259,-3.601
-0.231,-0.061,0.546,-61.707,-149.048,1.099
-0.274,-0.016,0.613,-55.115,-151.184,8.545
-0.306,0.015,0.755,-56.702,-158.569,15.137
-0.320,0.082,0.926,-60.120,-164.734,21.362
-0.325,0.161,1.073,-62.073,-167.480,24.841
-0.322,0.228,1.235,-54.993,-168.579,24.536
-0.313,0.294,1.509,-44.067,-173.096,23.254
-0.307,0.260,1.825,-35.461,-175.171,18.677
-0.295,0.150,1.950,-37.231,-162.720,13.367
-0.277,0.080,1.994,-32.288,-147.156,12.878
-0.275,0.064,2.117,-17.822,-141.602,14.893
-0.173,0.026,2.376,2.380,-140.625,15.808
-0.178,0.115,2.650,24.170,-135.315,19.836
-0.196,0.106,2.782,34.058,-119.568,15.320
-0.211,0.054,2.892,47.241,-105.164,5.737
-0.218,-0.001,3.116,42.786,-96.436,0.305
-0.215,-0.093,3.295,18.311,-80.994,-4.333
-0.229,-0.182,3.331,0.854,-55.725,-8.301
-0.259,-0.305,3.317,-16.235,-30.884,-9.949
-0.271,-0.410,3.301,-30.457,-9.583,-8.789
-0.296,-0.459,3.300,-32.166,7.996,-3.967
-0.319,-0.477,3.267,-30.029,27.771,3.357
-0.340,-0.403,3.153,-22.156,50.842,13.367
-0.392,-0.296,2.949,6.958,72.754,20.874
-0.438,-0.213,2.706,26.917,92.773,26.306
-0.429,-0.032,2.440,36.072,110.107,33.386
-0.462,0.114,2.229,53.650,118.774,34.729
-0.482,0.143,2.007,60.974,125.488,28.137
-0.479,0.166,1.738,57.068,134.277,22.705
-0.480,0.188,1.547,60.730,135.620,18.005
-0.480,0.175,1.459,67.566,130.493,12.451
-0.474,0.105,1.417,65.613,128.784,8.118
-0.462,0.086,1.403,65.613,129.700,6.958
-0.482,0.138,1.396,77.087,131.958,9.277
-0.492,0.109,1.333,77.820,139.526,10.864
-0.505,0.050,1.153,63.965,153.137,12.817
-0.503,0.047,0.903,55.725,164.795,16.052
-0.492,0.088,0.680,57.434,168.762,18.860
-0.459,0.135,0.544,57.739,166.016,20.203
-0.443,0.113,0.417,52.917,163.086,18.127
-0.429,0.075,0.213,51.331,162.231,16.052
-0.399,0.078,0.001,41.321,159.119,19.653
-0.327,0.126,-0.202,25.879,151.978,24.902
-0.279,0.202,-0.321,18.372,138.977,25.391
-0.238,0.195,-0.362,15.564,121.643,21.179
-0.188,0.176,-0.391,15.686,107.178,17.395
-0.138,0.175,-0.409,28.870,92.957,14.038
-0.102,0.205,-0.394,38.452,79.895,11.169
-0.068,0.195,-0.431,37.109,72.815,6.775
-0.075,0.135,-0.557,38.879,68.542,0.305
-0.083,0.106,-0.683,32.837,61.096,-0.854
-0.055,0.173,-0.719,17.456,48.096,2.686
-0.040,0.244,-0.648,7.202,31.067,2.136
-0.042,0.233,-0.573,-3.174,17.334,-3.906
-0.035,0.217,-0.577,-13.000,9.949,-10.437
-0.031,0.180,-0.602,-12.573,1.892,-16.174
-0.037,0.107,-0.590,-12.451,-8.911,-20.813
-0.055,0.056,-0.622,-16.968,-18.311,-21.362
-0.041,0.088,-0.646,-23.743,-28.076,-16.724
-0.035,0.112,-0.583,-31.860,-42.847,-13.977
-0.026,0.091,-0.504,-38.574,-56.824,-15.808

-0.263,-0.358,2.193,-17.395,-152.954,-13.916
-0.304,-0.439,2.413,-10.864,-150.208,-16.479
-0.301,-0.434,2.714,0.427,-146.118,-11.658
-0.325,-0.413,2.891,3.296,-132.874,-6.042
-0.347,-0.446,3.118,5.371,-118.958,-8.484
-0.341,-0.459,3.409,10.803,-106.873,-7.141
-0.343,-0.443,3.595,0.854,-83.374,-3.906
-0.346,-0.542,3.615,-8.179,-50.293,-4.700
-0.360,-0.655,3.573,-17.395,-18.433,-3.967
-0.386,-0.725,3.490,-18.372,9.766,1.831
-0.395,-0.744,3.315,-16.602,37.720,12.146
-0.409,-0.637,3.064,-0.427,63.293,25.574
-0.429,-0.513,2.862,25.940,79.712,35.767
-0.436,-0.403,2.697,46.143,92.590,41.748
-0.435,-0.267,2.521,61.401,105.713,45.593
-0.432,-0.175,2.363,67.078,118.835,46.509
-0.467,-0.142,2.160,62.805,132.324,44.495
-0.480,-0.143,1.903,53.955,145.813,42.725
-0.473,-0.122,1.677,44.312,154.480,43.274
-0.475,-0.102,1.516,39.612,157.471,43.152
-0.466,-0.062,1.352,39.246,159.302,42.297
-0.470,-0.061,1.210,38.879,160.400,41.443
-0.457,-0.056,1.084,40.466,159.729,40.039
-0.433,0.002,0.950,41.687,158.569,42.175
-0.417,0.007,0.802,36.926,158.813,41.992
-0.397,-0.014,0.681,35.522,156.494,39.185
-0.360,0.057,0.612,40.283,150.513,39.124
-0.348,0.132,0.552,44.800,145.264,37.354
-0.322,0.135,0.422,46.692,143.555,31.799
-0.297,0.128,0.301,44.678,141.174,27.710
-0.285,0.127,0.228,40.466,134.949,24.841
-0.256,0.085,0.145,34.119,129.578,22.461
-0.244,0.005,0.066,25.818,123.962,20.874
-0.218,0.001,-0.032,21.851,118.042,23.926
-0.181,0.079,-0.105,20.020,109.985,30.212
-0.148,0.163,-0.136,17.395,100.159,33.630
-0.119,0.222,-0.199,9.949,93.262,33.203
-0.093,0.258,-0.318,0.061,88.745,29.602
-0.046,0.295,-0.413,-0.305,79.712,24.170
-0.040,0.310,-0.454,10.986,65.186,15.930
-0.052,0.265,-0.499,18.799,51.392,6.836
-0.048,0.234,-0.558,12.756,40.894,0.977
-0.030,0.278,-0.575,3.113,28.198,-0.854
-0.031,0.306,-0.541,-2.563,12.817,-4.150
-0.038,0.245,-0.492,-9.338,0.183,-11.536
-0.056,0.149,-0.443,-13.916,-9.521,-18.005
-0.058,0.119,-0.417,-11.597,-18.738,-18.005
-0.065,0.170,-0.372,-10.803,-27.771,-13.977
-0.073,0.227,-0.356,-14.099,-35.583,-11.719
-0.071,0.296,-0.406,-19.165,-40.955,-11.719
-0.082,0.323,-0.433,-21.729,-49.927,-14.893
-0.102,0.344,-0.389,-23.132,-64.148,-20.264
-0.124,0.339,-0.340,-27.771,-77.515,-26.367
-0.155,0.270,-0.305,-35.095,-89.539,-34.607
-0.178,0.178,-0.281,-40.161,-102.051,-41.504
-0.174,0.144,-0.210,-43.335,-117.676,-42.908
-0.209,0.080,-0.108,-35.217,-134.644,-45.349
-0.251,-0.008,-0.001,-24.048,-149.719,-49.683
-0.275,-0.080,0.153,-19.165,-163.391,-50.232
-0.294,-0.134,0.411,-19.897,-177.917,-49.011
-0.312,-0.115,0.642,-20.142,-185.730,-46.875
-0.323,-0.150,0.811,-20.081,-186.646,-47.424
-0.329,-0.292,0.979,-26.978,-186.218,-50.842
-0.317,-0.399,1.072,-36.682,-183.105,-48.767
-0.274,-0.403,1.181,-43.213,-180.664,-39.368
-0.254,-0.409,1.369,-52.063,-183.594,-31.982
-0.248,-0.545,1.510,-62.439,-182.007,-31.006
-0.252,-0.663,1.617,-67.932,-176.941,-29.053
-0.257,-0.632,1.852,-60.364,-179.199,-19.836
-0.265,-0.542,2.186,-52.185,-182.800,-12.207
-0.292,-0.502,2.461,-35.034,-177.246,-14.160
-0.318,-0.544,2.683,-10.071,-168.335,-18.860
-0.322,-0.503,3.047,5.188,-160.522,-16.785
-0.319,-0.490,3.206,1.465,-139.404,-15.198
-0.338,-0.531,3.293,-1.038,-115.723,-20.569
-0.391,-0.572,3.421,3.418,-95.276,-22.766
-0.423,-0.671,3.581,8.545,-77.087,-20.325
-0.468,-0.765,3.668,7.568,-51.331,-14.160
-0.509,-0.775,3.650,7.568,-20.264,-3.540
-0.545,-0.744,3.554,7.874,11.230,7.141
-0.582,-0.697,3.373,9.338,43.457,16.296
-0.611,-0.624,3.074,12.878,74.646,25.330
-0.638,-0.515,2.785,20.996,97.961,34.424
-0.632,-0.402,2.568,28.198,112.793,41.199
-0.607,-0.260,2.394,35.034,123.901,46.326
-0.602,-0.161,2.242,42.297,134.033,47.913
-0.587,-0.088,2.069,47.974,145.142,47.607
-0.564,-0.027,1.897,52.612,155.029,46.082
-0.555,-0.000,1.741,61.157,161.804,42.419
-0.543,0.001,1.606,66.101,167.786,38.391
-0.545,-0.060,1.470,66.284,174.316,33.569
-0.544,-0.145,1.327,63.721,180.847,30.212
-0.530,-0.172,1.191,59.814,186.279,31.555
-0.579,-0.239,1.007,51.086,191.467,34.241
-0.542,-0.269,0.734,33.203,198.364,40.588
-0.480,-0.099,0.541,30.396,196.289,50.842
-0.455,-0.009,0.463,46.997,182.678,51.270
-0.433,-0.036,0.386,48.767,173.279,44.861
-0.401,-0.033,0.269,41.504,168.945,42.480
-0.361,0.006,0.186,40.588,161.621,41.870
-0.330,0.033,0.162,38.208,151.855,39.246
-0.287,0.071,0.150,35.950,144.592,36.072
-0.275,0.101,0.069,35.156,140.930,32.776
-0.272,0.095,-0.126,26.917,140.625,29.968
-0.254,0.073,-0.333,9.583,136.536,30.518
-0.212,0.093,-0.439,-3.845,122.864,33.264
-0.203,0.136,-0.468,-3.784,104.797,35.400
-0.143,0.126,-0.500,-1.709,87.769,33.752
-0.097,0.178,-0.502,-7.690,73.425,31.921
-0.111,0.195,-0.562,-7.385,61.340,25.391
-0.092,0.197,-0.588,-6.470,48.157,19.653
-0.072,0.245,-0.547,-10.010,32.349,17.029
-0.064,0.286,-0.500,-7.629,17.700,11.841
-0.054,0.301,-0.485,-7.507,7.080,5.005
-0.054,0.314,-0.504,-9.888,-1.282,-0.732
-0.057,0.321,-0.551,-12.329,-9.521,-4.883
-0.064,0.282,-0.600,-19.409,-20.630,-9.888
-0.075,0.230,-0.642,-28.870,-33.752,-14.160
-0.077,0.196,-0.661,-36.682,-48.706,-16.174

-0.212,-0.523,2.256,-33.203,-164.001,-24.475
-0.281,-0.548,2.548,-16.296,-165.588,-20.386
-0.285,-0.725,2.765,-16.235,-155.457,-18.860
-0.278,-0.829,3.062,-11.047,-147.339,-16.296
-0.264,-0.787,3.496,-5.432,-138.062,-5.981
-0.238,-0.786,3.876,-10.193,-115.540,-0.671
-0.278,-0.880,3.981,-7.629,-75.073,-2.686
-0.348,-0.986,3.745,-0.366,-24.414,-3.418
-0.405,-1.021,3.435,12.024,16.052,3.113
-0.443,-0.984,3.304,30.945,34.912,15.503
-0.474,-0.791,3.270,45.105,47.424,31.555
-0.498,-0.554,3.119,48.401,68.542,44.678
-0.495,-0.481,2.885,45.349,92.224,47.607
-0.507,-0.416,2.671,41.870,108.765,49.805
-0.518,-0.283,2.481,37.292,121.094,55.664
-0.528,-0.189,2.298,33.386,131.775,57.434
-0.516,-0.148,2.149,30.151,140.076,55.359
-0.508,-0.105,1.988,30.273,147.339,53.711
-0.539,-0.105,1.802,39.490,154.907,50.232
-0.566,-0.181,1.606,51.208,160.583,43.823
-0.574,-0.214,1.467,57.739,164.001,42.236
-0.569,-0.175,1.382,69.580,164.551,43.335
-0.568,-0.101,1.289,88.013,165.710,43.335
-0.590,-0.044,1.165,94.727,170.837,42.786
-0.605,-0.019,0.964,88.745,179.382,43.945
-0.631,-0.013,0.763,70.923,185.303,47.241
-0.599,-0.000,0.514,51.941,188.171,51.575
-0.560,0.086,0.277,48.279,185.730,57.373
-0.529,0.117,0.109,49.011,175.537,58.716
-0.477,0.098,-0.013,43.945,165.039,56.152
-0.430,0.156,-0.107,39.490,154.663,57.617
-0.360,0.248,-0.192,32.349,144.836,60.486
-0.294,0.362,-0.302,19.958,137.451,58.838
-0.247,0.390,-0.417,5.188,129.761,51.331
-0.202,0.370,-0.516,-3.601,119.629,42.786
-0.169,0.356,-0.619,-11.292,108.459,36.621
-0.129,0.377,-0.727,-13.733,96.985,30.823
-0.093,0.417,-0.763,-10.620,80.383,24.353
-0.061,0.407,-0.730,-5.188,61.218,15.137
-0.038,0.378,-0.721,-7.935,46.814,7.141
-0.024,0.310,-0.767,-15.503,37.720,1.099
-0.012,0.199,-0.848,-19.897,27.649,-3.723
-0.016,0.141,-0.925,-20.203,15.503,-4.517
0.033,0.182,-1.006,-11.841,-0.122,-2.136
0.027,0.238,-1.016,-2.930,-18.738,-2.869
0.029,0.214,-0.963,3.296,-39.856,-8.606
0.025,0.208,-0.909,0.122,-57.007,-12.512
0.028,0.225,-0.873,-4.456,-70.862,-14.832
0.014,0.245,-0.825,-9.033,-85.266,-18.982
-0.008,0.262,-0.754,-15.930,-99.854,-23.682
-0.024,0.286,-0.679,-24.170,-113.037,-28.442
-0.036,0.307,-0.621,-34.851,-124.939,-33.203
-0.088,0.268,-0.589,-47.852,-135.620,-40.039
-0.146,0.165,-0.589,-59.265,-146.851,-48.828
-0.209,0.118,-0.580,-63.538,-162.415,-52.856
-0.298,0.121,-0.471,-64.087,-184.082,-53.528
-0.356,0.070,-0.202,-58.777,-210.815,-57.617
-0.439,0.018,0.206,-53.406,-237.305,-62.622
-0.478,-0.006,0.610,-48.706,-254.333,-64.209
-0.515,-0.014,1.013,-49.316,-262.451,-64.331
-0.603,-0.071,1.392,-52.734,-264.343,-68.237
-0.685,-0.194,1.687,-43.152,-259.521,-73.364
-0.792,-0.304,1.962,-34.973,-251.282,-76.904
-0.879,-0.508,2.316,-41.260,-244.202,-78.186
-0.913,-0.647,2.570,-43.335,-230.774,-71.167
-0.850,-0.636,2.789,-50.110,-213.013,-54.077
-0.792,-0.656,3.097,-61.401,-199.829,-40.649
-0.691,-0.777,3.309,-70.313,-180.115,-35.950
-0.630,-0.904,3.353,-76.538,-153.137,-29.419
-0.549,-0.862,3.446,-64.331,-131.775,-16.174
-0.582,-0.784,3.405,-44.556,-106.812,-5.859
-0.559,-0.912,3.602,-26.001,-95.642,-10.559
-0.625,-0.981,3.836,-7.629,-84.229,-9.949
-0.628,-0.991,3.980,2.258,-57.678,-2.197
-0.655,-1.008,4.000,7.568,-25.085,5.127
-0.679,-1.032,3.912,18.799,10.437,11.292
-0.727,-0.983,3.623,26.978,50.110,22.583
-0.752,-0.843,3.220,32.104,87.952,35.339
-0.767,-0.724,2.874,34.302,112.366,45.959
-0.747,-0.583,2.616,30.701,126.953,55.542
-0.711,-0.407,2.397,26.978,137.817,64.697
-0.671,-0.246,2.226,25.635,146.545,69.092
-0.647,-0.158,2.090,25.391,153.381,67.261
-0.626,-0.098,1.927,26.062,162.170,63.477
-0.609,-0.058,1.752,26.917,171.326,60.120
-0.597,-0.059,1.575,29.419,178.589,54.565
-0.562,-0.062,1.349,38.940,185.059,49.133
-0.546,-0.077,1.128,57.434,187.744,44.922
-0.532,-0.140,0.945,65.674,186.584,41.321
-0.502,-0.175,0.746,68.420,185.303,42.114
-0.467,-0.129,0.569,69.092,181.274,47.302
-0.428,-0.045,0.419,70.801,173.889,52.246
-0.402,0.005,0.281,72.327,165.100,53.040
-0.358,0.020,0.185,74.341,154.480,51.331
-0.331,0.102,0.126,68.298,143.616,50.842
-0.298,0.177,0.120,57.678,133.423,49.622
-0.275,0.199,0.112,44.006,126.038,46.570
-0.270,0.171,0.058,15.259,124.756,42.358
-0.246,0.147,-0.051,-7.874,125.244,39.734
-0.230,0.097,-0.149,-17.334,121.582,36.621
-0.228,0.112,-0.247,-11.230,115.356,36.377
-0.202,0.175,-0.353,3.906,107.117,38.269
-0.201,0.233,-0.433,8.240,97.290,35.583
-0.223,0.246,-0.489,9.277,85.632,29.480
-0.184,0.287,-0.567,13.733,72.327,26.794
-0.174,0.368,-0.615,12.146,58.533,23.499
-0.153,0.363,-0.530,7.019,39.673,15.686
-0.144,0.342,-0.417,-2.502,24.231,8.850
-0.130,0.333,-0.409,-14.771,18.921,5.249
-0.115,0.322,-0.484,-28.748,17.334,2.625
-0.089,0.319,-0.560,-39.612,12.634,0.549
-0.080,0.278,-0.605,-41.138,3.052,-3.052
-0.068,0.225,-0.639,-35.950,-7.996,-7.263
-0.055,0.244,-0.692,-29.419,-18.799,-8.240
-0.068,0.282,-0.747,-18.250,-31.555,-11.169
-0.089,0.312,-0.772,-9.216,-47.058,-17.212
-0.082,0.374,-0.735,-7.202,-64.331,-22.644
-0.085,0.420,-0.607,-10.193,-83.069,-28.809
-0.109,0.408,-0.490,-18.005,-97.473,-37.598

-0.444,-0.542,2.318,-49.622,-204.651,-68.665
-0.500,-0.696,2.260,-63.843,-176.392,-64.209
-0.578,-0.886,2.258,-71.350,-162.476,-59.448
-0.616,-0.943,2.393,-65.063,-160.034,-47.974
-0.605,-0.952,2.596,-54.688,-159.302,-35.461
-0.594,-0.912,2.829,-47.302,-156.982,-24.414
-0.464,-0.859,3.096,-34.973,-151.428,-14.771
-0.542,-0.686,3.295,-16.052,-136.841,-3.296
-0.486,-0.740,3.473,-14.832,-115.051,-2.197
-0.511,-0.855,3.644,-14.343,-97.229,-4.883
-0.492,-0.818,3.711,-21.545,-68.481,2.441
-0.513,-0.825,3.764,-27.771,-39.307,10.498
-0.561,-0.891,3.701,-18.982,-9.155,11.597
-0.616,-0.942,3.535,3.967,21.667,15.564
-0.684,-0.947,3.332,25.757,48.279,24.292
-0.710,-0.836,3.097,36.926,71.716,37.842
-0.748,-0.680,2.827,48.584,91.187,49.927
-0.752,-0.549,2.578,49.377,108.521,57.922
-0.738,-0.391,2.348,46.387,122.253,63.171
-0.731,-0.258,2.137,48.279,132.507,64.697
-0.707,-0.166,1.939,45.227,141.357,63.171
-0.674,-0.071,1.718,43.640,149.780,62.012
-0.637,-0.019,1.541,46.143,154.236,58.044
-0.615,-0.021,1.417,45.898,155.334,53.040
-0.572,-0.044,1.279,40.894,158.508,50.415
-0.533,-0.041,1.128,36.255,162.842,50.781
-0.504,-0.050,1.004,34.668,164.978,50.293
-0.472,-0.025,0.882,35.339,166.138,50.354
-0.451,0.046,0.700,46.448,167.603,51.147
-0.419,0.082,0.539,52.307,167.175,50.537
-0.389,0.116,0.406,57.373,163.086,48.035
-0.342,0.211,0.253,65.491,157.532,46.936
-0.317,0.199,0.117,63.232,151.672,42.847
-0.286,0.147,-0.022,53.040,145.264,38.025
-0.254,0.160,-0.147,38.391,137.207,38.574
-0.206,0.159,-0.244,20.081,127.380,37.415
-0.168,0.149,-0.287,1.953,116.577,33.752
-0.133,0.141,-0.301,-10.193,105.591,29.907
-0.114,0.093,-0.320,-21.240,96.436,24.719
-0.108,0.024,-0.404,-23.376,89.355,20.813
-0.091,0.043,-0.486,-23.315,81.726,22.583
-0.065,0.117,-0.456,-18.738,68.298,25.024
-0.059,0.162,-0.370,-9.033,53.101,23.071
-0.066,0.163,-0.382,-11.719,47.668,19.714
-0.070,0.154,-0.531,-15.137,48.279,17.639
-0.065,0.206,-0.733,-12.451,43.091,17.090
-0.057,0.283,-0.825,-17.700,29.419,15.869
-0.059,0.299,-0.744,-22.583,8.484,9.827
-0.077,0.278,-0.676,-24.536,-7.629,2.014
-0.084,0.314,-0.680,-25.085,-17.090,-2.319
-0.105,0.309,-0.644,-26.917,-29.297,-6.104
-0.127,0.238,-0.627,-31.799,-41.199,-12.695
-0.130,0.217,-0.659,-31.250,-50.415,-16.113
-0.132,0.259,-0.619,-27.649,-64.453,-16.357
-0.159,0.302,-0.535,-22.400,-79.468,-19.714
-0.186,0.336,-0.505,-15.991,-89.966,-24.902
-0.189,0.360,-0.479,-19.043,-99.365,-30.029
-0.208,0.401,-0.415,-21.851,-112.061,-35.034
-0.221,0.443,-0.324,-24.536,-125.549,-40.710
-0.227,0.325,-0.216,-32.166,-138.550,-49.988
-0.256,0.156,-0.112,-44.556,-151.184,-58.472
-0.274,0.059,0.014,-49.927,-166.077,-59.509
-0.280,-0.072,0.240,-47.607,-185.486,-60.181
-0.297,-0.160,0.588,-42.786,-206.360,-61.157
-0.324,-0.236,1.020,-38.269,-223.877,-61.279
-0.346,-0.319,1.466,-37.048,-232.422,-62.744
-0.403,-0.454,1.972,-43.396,-234.802,-64.575
-0.430,-0.635,2.423,-59.387,-227.051,-63.660
-0.451,-0.735,2.660,-72.388,-204.895,-56.458
-0.511,-0.828,2.781,-74.402,-180.786,-50.049
-0.592,-0.968,2.847,-61.218,-162.659,-46.631
-0.604,-1.043,2.934,-51.636,-149.841,-37.231
-0.589,-0.975,3.185,-47.363,-142.883,-20.935
-0.613,-0.897,3.385,-36.743,-133.423,-7.751
-0.502,-0.793,3.627,-9.583,-118.347,3.662
