aX,aY,aZ,gX,gY,gZ
-0.441,-0.875,1.641,-25.391,-41.992,-148.804
-0.429,-0.952,1.588,-22.583,-24.414,-137.634
-0.406,-1.001,1.521,-17.273,-10.193,-122.681
-0.378,-1.021,1.466,-14.587,-0.732,-104.004
-0.358,-1.029,1.414,-12.939,4.395,-84.961
-0.329,-1.029,1.387,-14.343,6.836,-68.665
-0.305,-1.024,1.372,-16.174,8.606,-55.359
-0.286,-1.022,1.345,-11.902,11.292,-43.274
-0.294,-1.030,1.310,-10.010,14.282,-32.227
-0.275,-1.043,1.287,-17.395,17.578,-23.499
-0.241,-1.058,1.261,-26.917,20.813,-14.526
-0.228,-1.064,1.249,-29.846,22.949,-3.967
-0.231,-1.070,1.233,-22.888,23.071,8.606
-0.219,-1.046,1.229,-16.846,22.705,25.574
-0.225,-0.986,1.224,-10.193,24.353,46.570
-0.224,-0.893,1.219,-1.770,26.978,69.641
-0.223,-0.779,1.220,1.770,29.419,91.370
-0.219,-0.660,1.217,1.160,33.875,108.521
-0.230,-0.553,1.172,5.005,42.419,120.850
-0.234,-0.455,1.094,6.104,53.894,129.883
-0.248,-0.377,0.993,5.981,64.514,136.169
-0.257,-0.312,0.902,0.977,70.129,140.381
-0.253,-0.254,0.829,-4.272,68.420,143.799
-0.254,-0.195,0.787,-6.531,60.242,148.560
-0.254,-0.123,0.781,-8.118,48.157,155.945
-0.242,-0.030,0.804,-6.836,35.583,165.405
-0.242,0.078,0.850,-2.930,24.353,176.331
-0.258,0.196,0.914,-0.183,14.221,186.218
-0.275,0.305,0.980,0.366,6.836,191.895
-0.280,0.407,1.038,-2.014,4.639,192.627
-0.296,0.502,1.078,-4.822,8.972,190.491
-0.293,0.585,1.079,-5.127,20.142,186.646
-0.304,0.652,1.032,-1.099,34.546,181.091
-0.306,0.708,0.965,4.028,47.791,175.659
-0.315,0.755,0.882,6.775,56.274,172.058
-0.305,0.809,0.810,6.165,59.631,170.471
-0.299,0.878,0.756,6.653,58.350,171.326
-0.293,0.965,0.726,9.460,52.490,173.523
-0.285,1.072,0.723,13.367,43.823,174.011
-0.276,1.182,0.729,23.987,35.339,172.485
-0.264,1.280,0.740,29.114,27.893,165.039
-0.271,1.364,0.748,31.006,23.926,151.367
-0.245,1.430,0.752,26.855,21.484,132.935
-0.225,1.478,0.755,22.156,19.897,112.366
-0.232,1.506,0.750,19.897,19.531,91.858
-0.238,1.521,0.728,16.785,21.118,73.059
-0.244,1.524,0.697,12.329,23.071,55.359
-0.247,1.522,0.662,5.310,24.170,38.025
-0.257,1.512,0.621,3.113,25.146,22.461
-0.275,1.503,0.574,8.057,25.330,10.254
-0.287,1.509,0.536,11.475,23.865,1.160
-0.299,1.527,0.508,11.963,20.752,-7.141
-0.318,1.546,0.483,15.747,16.785,-18.372
-0.330,1.547,0.459,16.357,11.597,-34.607
-0.328,1.514,0.450,11.047,4.211,-56.396
-0.335,1.444,0.463,4.333,-5.432,-82.458
-0.345,1.340,0.501,1.221,-16.968,-108.643
-0.344,1.217,0.551,0.244,-28.137,-132.324
-0.354,1.079,0.594,4.944,-36.194,-154.419
-0.373,0.928,0.624,12.756,-41.870,-175.537
-0.397,0.780,0.656,11.841,-45.349,-193.237
-0.423,0.621,0.660,10.864,-46.631,-207.825
-0.442,0.466,0.664,9.277,-47.546,-219.666
-0.456,0.306,0.663,5.371,-51.575,-229.004
-0.469,0.156,0.686,0.854,-60.425,-233.765
-0.488,0.018,0.732,-1.831,-73.242,-233.276
-0.489,-0.104,0.815,-5.615,-90.454,-228.577
-0.490,-0.206,0.947,-13.062,-109.863,-222.229
-0.486,-0.302,1.093,-17.334,-126.831,-216.614
-0.504,-0.390,1.258,-23.010,-137.573,-211.426
-0.515,-0.488,1.409,-31.006,-140.076,-207.458
-0.507,-0.595,1.546,-44.678,-134.949,-206.238
-0.509,-0.721,1.654,-54.688,-123.596,-205.322
-0.509,-0.873,1.738,-59.448,-107.727,-202.576
-0.519,-1.046,1.786,-54.688,-90.515,-195.984
-0.538,-1.195,1.837,-49.072,-72.266,-180.786
-0.531,-1.296,1.842,-35.217,-50.964,-152.832
-0.526,-1.322,1.817,-19.836,-27.771,-114.319
-0.522,-1.282,1.738,0.244,-4.333,-70.435
-0.505,-1.165,1.624,17.883,17.761,-27.344
-0.475,-1.010,1.502,26.001,34.851,7.324
-0.438,-0.855,1.392,23.254,45.837,29.846
-0.419,-0.741,1.295,14.465,51.636,38.513
-0.375,-0.678,1.215,1.465,53.955,35.645

-0.379,1.610,0.819,34.912,-33.875,85.083
-0.373,1.654,0.918,22.583,-33.142,66.345
-0.374,1.679,0.956,13.611,-17.883,44.739
-0.387,1.680,0.905,11.841,7.935,21.606
-0.399,1.652,0.768,10.193,37.964,-0.793
-0.400,1.607,0.597,3.601,62.012,-20.508
-0.390,1.564,0.444,-5.310,72.388,-38.879
-0.385,1.519,0.320,-11.841,68.115,-55.969
-0.364,1.479,0.250,-18.616,52.124,-74.036
-0.342,1.424,0.219,-17.395,29.419,-93.628
-0.332,1.337,0.244,-12.085,2.625,-116.943
-0.332,1.206,0.321,-11.780,-24.170,-143.311
-0.339,1.043,0.429,-12.390,-47.974,-170.532
-0.352,0.870,0.541,-12.573,-66.223,-194.519
-0.357,0.689,0.633,-11.230,-77.148,-212.158
-0.376,0.516,0.710,-15.442,-81.360,-223.450
-0.364,0.351,0.761,-21.240,-81.604,-229.553
-0.365,0.207,0.807,-26.123,-81.177,-229.370
-0.369,0.098,0.852,-25.085,-82.703,-221.985
-0.374,0.002,0.889,-18.311,-87.708,-209.961
-0.399,-0.062,0.962,-19.287,-95.093,-196.838
-0.405,-0.108,1.045,-20.935,-104.675,-184.204
-0.419,-0.147,1.153,-18.555,-115.234,-175.720
-0.429,-0.199,1.273,-16.235,-123.047,-171.082
-0.465,-0.289,1.358,-6.775,-125.366,-169.250
-0.480,-0.380,1.463,-12.573,-123.901,-168.701
-0.497,-0.474,1.563,-25.513,-118.774,-167.786
-0.523,-0.569,1.636,-29.663,-108.032,-163.696
-0.547,-0.647,1.691,-35.156,-91.309,-153.320
-0.543,-0.701,1.703,-40.649,-70.801,-137.268
-0.554,-0.710,1.656,-48.706,-47.974,-115.479
-0.542,-0.660,1.623,-68.054,-25.757,-92.529
-0.514,-0.639,1.558,-70.007,-10.437,-74.341
-0.492,-0.633,1.503,-50.964,-0.732,-64.026
-0.464,-0.638,1.474,-59.570,7.568,-59.021
-0.421,-0.662,1.453,-64.148,14.404,-57.678
-0.411,-0.703,1.428,-58.716,20.447,-54.321
-0.405,-0.746,1.404,-48.950,25.208,-48.401
-0.390,-0.786,1.381,-39.551,29.785,-38.391
-0.387,-0.822,1.340,-25.085,34.851,-23.621
-0.372,-0.830,1.289,-13.489,40.588,-3.357
-0.354,-0.792,1.222,-5.188,47.791,21.423
-0.333,-0.710,1.152,1.831,53.833,48.584
-0.323,-0.600,1.088,6.653,56.885,73.364
-0.308,-0.490,1.033,9.094,56.580,91.736
-0.298,-0.394,1.002,5.981,53.528,102.417
-0.279,-0.322,0.997,-0.671,49.438,106.628
-0.266,-0.269,0.997,-3.723,45.837,107.849
-0.264,-0.221,0.999,-0.244,43.579,110.474
-0.274,-0.172,0.996,7.935,42.236,116.821
-0.282,-0.113,1.001,11.047,40.222,125.305
-0.289,-0.052,1.001,14.771,39.001,133.606
-0.291,0.015,1.001,14.648,40.161,141.663
-0.283,0.089,0.989,15.747,43.091,149.109
-0.279,0.168,0.969,18.677,46.448,156.555
-0.273,0.254,0.951,20.264,48.767,164.062
-0.269,0.348,0.935,22.156,50.232,170.959
-0.285,0.435,0.909,26.855,51.819,177.246
-0.288,0.536,0.891,23.193,54.626,182.007
-0.277,0.648,0.865,16.235,59.265,186.157
-0.300,0.753,0.833,11.536,63.171,188.171
-0.291,0.849,0.787,6.592,67.200,185.547
-0.295,0.938,0.739,2.441,71.533,180.237
-0.325,0.995,0.655,15.381,75.073,173.706
-0.341,1.052,0.586,25.269,74.158,168.213
-0.377,1.120,0.543,26.794,67.322,165.161
-0.391,1.205,0.527,28.381,55.481,163.330
-0.394,1.308,0.543,27.588,40.771,162.476
-0.388,1.426,0.582,27.588,25.513,159.363
-0.370,1.538,0.640,25.757,12.695,150.269
-0.356,1.624,0.696,26.123,4.883,133.118
-0.345,1.678,0.728,23.804,5.188,109.802
-0.343,1.706,0.715,20.386,13.550,81.482
-0.352,1.706,0.668,11.414,27.527,52.734
-0.354,1.675,0.574,7.507,41.199,26.245
-0.366,1.641,0.483,4.578,50.293,5.737
-0.379,1.618,0.395,3.418,52.795,-8.789
-0.363,1.599,0.316,6.348,49.744,-20.447
-0.363,1.584,0.249,9.155,42.236,-31.921
-0.370,1.573,0.205,9.216,30.518,-45.593
-0.370,1.554,0.175,7.629,16.602,-62.439
-0.355,1.505,0.166,5.310,-0.549,-85.083
-0.350,1.399,0.204,-4.089,-22.949,-113.892
-0.327,1.245,0.298,-18.738,-48.523,-146.606
-0.329,1.071,0.427,-25.391,-72.021,-178.040
-0.371,0.889,0.538,-15.930,-87.769,-201.904
-0.396,0.715,0.630,-1.648,-94.055,-215.332
-0.442,0.547,0.695,8.301,-93.933,-221.069
-0.452,0.402,0.733,9.216,-91.125,-218.506
-0.471,0.289,0.779,2.075,-90.332,-210.815
-0.487,0.201,0.829,-1.160,-94.360,-201.721
-0.503,0.129,0.899,-4.822,-103.699,-193.787
-0.509,0.069,1.009,-10.193,-117.249,-189.819
-0.522,-0.014,1.126,-11.292,-130.310,-191.162
-0.537,-0.129,1.268,-14.038,-141.357,-196.594
-0.567,-0.269,1.421,-20.752,-148.682,-202.698
-0.579,-0.418,1.576,-28.198,-149.353,-205.078
-0.585,-0.562,1.721,-36.072,-142.456,-199.890
-0.591,-0.683,1.839,-40.100,-127.136,-185.303
-0.582,-0.768,1.925,-39.795,-103.394,-163.086
-0.566,-0.837,1.946,-35.461,-76.050,-138.916
-0.530,-0.858,1.949,-35.461,-45.959,-113.647
-0.510,-0.870,1.878,-23.743,-15.808,-89.722
-0.497,-0.869,1.760,-12.573,11.780,-68.970
-0.479,-0.847,1.625,-10.498,35.278,-50.354
-0.451,-0.816,1.485,-5.981,51.941,-33.936
-0.420,-0.785,1.354,-7.263,61.401,-20.508
-0.374,-0.764,1.256,-12.573,63.354,-10.071
-0.356,-0.754,1.181,-15.686,59.937,-2.441
-0.336,-0.746,1.141,-20.020,53.772,5.798
-0.324,-0.739,1.119,-20.874,46.753,15.259
-0.320,-0.720,1.113,-18.250,40.710,26.672
-0.322,-0.681,1.111,-14.282,36.682,40.710
-0.318,-0.610,1.120,-9.399,34.119,58.044
-0.308,-0.516,1.131,-4.639,33.630,75.623
-0.306,-0.411,1.142,-0.854,35.400,91.309
-0.298,-0.305,1.120,7.874,39.307,105.042
-0.307,-0.198,1.095,10.376,43.884,115.723
-0.324,-0.119,1.062,7.019,48.767,118.652

-0.433,1.700,0.589,23.987,-0.366,132.080
-0.429,1.772,0.649,19.409,-3.540,113.403
-0.434,1.825,0.667,17.212,1.953,90.149
-0.431,1.841,0.642,17.578,14.282,62.927
-0.438,1.824,0.564,18.005,29.663,34.119
-0.436,1.779,0.460,15.198,43.274,7.263
-0.430,1.719,0.341,15.076,49.683,-17.273
-0.406,1.672,0.242,16.602,47.913,-40.039
-0.401,1.607,0.172,20.935,36.377,-62.134
-0.407,1.527,0.145,19.287,17.395,-84.045
-0.366,1.426,0.165,16.724,-4.395,-106.628
-0.341,1.297,0.233,10.315,-28.992,-129.822
-0.342,1.143,0.344,5.859,-52.734,-153.259
-0.353,0.969,0.456,3.235,-70.068,-173.828
-0.349,0.783,0.552,3.479,-79.712,-189.941
-0.364,0.605,0.638,6.226,-83.496,-199.402
-0.380,0.437,0.696,18.005,-84.045,-201.660
-0.398,0.304,0.736,37.048,-83.557,-194.458
-0.396,0.205,0.772,43.884,-85.632,-180.542
-0.407,0.156,0.856,31.250,-90.698,-165.100
-0.416,0.127,0.951,26.184,-99.365,-152.954
-0.421,0.106,1.061,24.353,-107.361,-146.667
-0.441,0.071,1.178,23.071,-110.962,-146.118
-0.447,-0.008,1.273,24.353,-110.779,-151.306
-0.471,-0.111,1.361,17.395,-107.483,-159.424
-0.484,-0.244,1.444,8.667,-102.478,-167.664
-0.504,-0.397,1.525,-1.953,-97.412,-174.561
-0.511,-0.540,1.608,-11.902,-90.942,-175.537
-0.504,-0.674,1.677,-20.691,-80.994,-168.396
-0.505,-0.782,1.715,-26.367,-67.017,-153.931
-0.470,-0.856,1.726,-32.043,-48.279,-133.972
-0.452,-0.897,1.705,-31.555,-28.076,-110.901
-0.431,-0.898,1.659,-28.198,-7.812,-85.938
-0.410,-0.880,1.572,-19.714,10.925,-63.843
-0.380,-0.848,1.472,-14.221,27.649,-44.800
-0.370,-0.817,1.366,-9.277,40.283,-29.480
-0.368,-0.801,1.268,-5.615,47.058,-18.677
-0.356,-0.791,1.196,-6.653,48.401,-10.010
-0.350,-0.787,1.137,-6.042,45.898,-1.831
-0.339,-0.773,1.114,-10.132,39.856,8.484
-0.330,-0.744,1.115,-15.564,32.898,21.362
-0.315,-0.692,1.139,-19.287,26.672,35.217
-0.304,-0.626,1.166,-20.935,23.621,49.011
-0.301,-0.548,1.178,-20.203,24.780,62.622
-0.299,-0.463,1.186,-21.423,29.419,74.036
-0.289,-0.384,1.168,-21.362,36.926,81.787
-0.292,-0.317,1.133,-17.944,45.715,87.036
-0.296,-0.264,1.082,-15.320,53.894,91.125
-0.278,-0.220,1.021,-15.015,60.547,94.543
-0.281,-0.166,0.965,-14.954,65.552,98.938
-0.263,-0.110,0.898,-12.268,67.932,105.347
-0.265,-0.040,0.841,-7.263,67.200,112.854
-0.270,0.031,0.797,-4.272,63.721,121.094
-0.258,0.111,0.786,-8.911,57.434,128.418
-0.239,0.202,0.805,-14.893,49.988,135.193
-0.224,0.297,0.831,-15.564,43.030,142.517
-0.211,0.394,0.850,-10.803,38.269,149.475
-0.199,0.499,0.875,-8.545,36.865,154.236
-0.200,0.594,0.871,-5.371,38.940,155.823
-0.210,0.679,0.852,-4.089,43.762,154.236
-0.222,0.748,0.818,-7.446,49.744,149.170
-0.224,0.805,0.774,-8.789,55.359,143.066
-0.258,0.856,0.713,-2.686,58.960,138.794
-0.274,0.928,0.666,5.798,59.326,139.099
-0.306,1.027,0.634,10.498,56.458,143.005
-0.331,1.151,0.618,15.015,52.612,146.606
-0.348,1.265,0.600,19.043,48.828,146.179
-0.348,1.364,0.587,19.165,44.983,140.259
-0.342,1.451,0.584,14.038,41.321,130.188
-0.334,1.526,0.576,14.221,37.720,118.225
-0.331,1.594,0.562,15.625,35.156,103.882
-0.326,1.656,0.541,17.029,34.424,88.623
-0.342,1.705,0.508,17.639,34.790,72.021
-0.335,1.747,0.485,18.677,35.706,54.016
-0.342,1.756,0.431,29.602,36.011,33.875
-0.364,1.739,0.363,31.067,35.645,12.817
-0.340,1.703,0.312,22.461,33.752,-10.315
-0.341,1.629,0.256,20.203,28.870,-35.034
-0.347,1.548,0.216,18.738,21.667,-57.922
-0.341,1.469,0.189,20.386,11.658,-77.637
-0.336,1.381,0.192,21.240,-2.136,-95.764
-0.338,1.278,0.233,23.010,-20.447,-115.479
-0.338,1.145,0.306,23.987,-40.039,-137.207
-0.335,0.990,0.399,17.639,-56.702,-158.630
-0.351,0.818,0.499,14.954,-70.618,-178.162
-0.339,0.626,0.583,15.198,-80.627,-192.810
-0.381,0.456,0.688,11.597,-87.952,-201.660
-0.410,0.281,0.746,22.705,-93.445,-203.796
-0.419,0.143,0.837,19.653,-97.290,-198.303
-0.421,0.035,0.939,18.188,-104.065,-188.171
-0.447,-0.044,1.070,23.254,-114.197,-175.964
-0.458,-0.106,1.215,25.818,-121.765,-163.391
-0.467,-0.151,1.357,23.865,-122.437,-152.649
-0.469,-0.190,1.467,23.987,-113.159,-143.250
-0.464,-0.227,1.518,27.283,-95.032,-135.559
-0.464,-0.266,1.520,27.039,-71.472,-129.578
-0.467,-0.331,1.486,20.508,-50.049,-127.319
-0.463,-0.414,1.452,7.690,-35.583,-127.869
-0.439,-0.505,1.429,-5.676,-27.954,-128.479
-0.434,-0.591,1.426,-12.634,-25.085,-125.244
-0.420,-0.670,1.431,-16.235,-24.475,-117.859
-0.407,-0.733,1.458,-21.301,-24.048,-108.521
-0.389,-0.790,1.485,-23.804,-22.095,-97.717
-0.373,-0.843,1.512,-24.780,-17.578,-87.524
-0.369,-0.904,1.523,-25.513,-9.460,-77.942
-0.355,-0.947,1.507,-24.231,2.991,-65.979
-0.349,-0.973,1.446,-18.494,19.897,-49.316
-0.363,-0.979,1.339,-9.033,36.316,-31.006
-0.354,-0.958,1.221,-4.883,47.852,-11.536
-0.334,-0.910,1.123,-5.920,52.429,7.568
-0.308,-0.845,1.051,-5.920,49.683,26.428
-0.301,-0.771,1.018,-2.258,41.687,42.725
-0.293,-0.688,1.019,1.892,32.043,56.763
-0.290,-0.596,1.029,8.057,24.597,69.824
-0.292,-0.499,1.037,10.315,22.339,80.566
-0.294,-0.411,1.028,11.597,25.330,88.135
-0.290,-0.336,1.003,9.399,29.785,92.407
-0.287,-0.276,0.981,4.578,33.386,94.666
-0.277,-0.232,0.951,-0.549,35.645,95.215

-0.364,1.697,0.493,43.030,44.983,48.523
-0.377,1.738,0.460,45.654,40.710,31.494
-0.388,1.769,0.429,40.833,34.912,10.437
-0.382,1.781,0.408,33.142,28.870,-13.245
-0.382,1.743,0.378,25.879,21.240,-43.701
-0.381,1.627,0.366,14.771,11.536,-79.712
-0.387,1.462,0.385,1.953,0.061,-114.502
-0.388,1.280,0.419,0.916,-12.451,-143.494
-0.368,1.081,0.462,6.470,-24.719,-166.138
-0.374,0.882,0.506,10.437,-34.363,-183.105
-0.358,0.693,0.552,8.606,-40.649,-194.397
-0.339,0.506,0.586,9.399,-44.617,-200.500
-0.341,0.332,0.613,11.902,-47.668,-203.369
-0.349,0.183,0.636,12.512,-50.110,-200.745
-0.361,0.070,0.659,16.296,-54.749,-191.467
-0.371,0.004,0.706,20.142,-63.538,-176.636
-0.383,-0.030,0.783,21.179,-76.416,-161.865
-0.399,-0.047,0.907,18.127,-91.736,-152.954
-0.414,-0.085,1.054,12.878,-105.225,-152.283
-0.443,-0.154,1.207,10.071,-113.220,-157.104
-0.487,-0.262,1.337,14.954,-113.647,-163.269
-0.516,-0.398,1.439,19.470,-107.361,-167.480
-0.531,-0.538,1.518,15.381,-95.459,-166.748
-0.542,-0.668,1.563,12.451,-80.139,-159.424
-0.529,-0.762,1.578,9.155,-63.538,-144.775
-0.523,-0.803,1.574,5.127,-46.204,-124.023
-0.497,-0.792,1.537,7.385,-27.344,-98.938
-0.457,-0.749,1.458,11.841,-8.972,-76.355
-0.430,-0.700,1.361,7.874,4.395,-60.974
-0.400,-0.669,1.289,-1.526,11.841,-54.565
-0.368,-0.679,1.251,-14.221,13.977,-55.908
-0.348,-0.733,1.244,-27.161,13.550,-61.157
-0.339,-0.807,1.259,-35.156,12.390,-65.308
-0.331,-0.893,1.272,-35.278,12.146,-63.965
-0.324,-0.978,1.282,-32.654,14.282,-57.068
-0.313,-1.046,1.269,-27.527,19.287,-44.250
-0.303,-1.068,1.235,-20.630,25.940,-23.743
-0.286,-1.045,1.164,-8.301,32.593,1.892
-0.258,-0.973,1.095,2.686,36.438,28.381
-0.287,-0.867,1.031,9.705,36.194,51.575
-0.280,-0.744,1.001,11.230,32.471,70.313
-0.279,-0.625,1.005,8.545,26.367,83.679
-0.287,-0.524,1.024,6.470,20.203,91.187
-0.292,-0.450,1.044,3.601,17.334,94.788
-0.276,-0.393,1.062,-1.282,18.311,95.947
-0.285,-0.355,1.053,-1.465,22.949,95.581
-0.300,-0.323,1.027,1.282,28.687,96.741
-0.311,-0.294,0.996,3.174,32.410,98.511
-0.326,-0.269,0.959,0.916,35.217,101.379
-0.333,-0.235,0.926,-2.686,37.659,106.689
-0.336,-0.184,0.886,-4.456,39.185,115.479
-0.335,-0.107,0.852,-4.761,38.330,126.526
-0.317,-0.008,0.824,-4.944,35.034,137.756
-0.310,0.091,0.815,-3.296,29.358,146.362
-0.306,0.181,0.830,-4.150,23.254,151.245
-0.297,0.260,0.845,-4.517,18.860,154.236
-0.296,0.349,0.868,-4.883,15.686,157.837
-0.300,0.445,0.891,-4.700,13.306,159.973
-0.313,0.541,0.906,-3.662,13.306,159.302
-0.319,0.636,0.921,-4.089,14.404,157.043
-0.312,0.723,0.933,-5.127,14.893,152.283
-0.308,0.798,0.942,-5.554,16.296,144.043
-0.301,0.853,0.935,-4.333,19.165,134.521
-0.300,0.894,0.910,-0.916,23.437,125.122
-0.290,0.930,0.873,3.662,26.978,117.615
-0.284,0.969,0.830,8.362,29.358,113.831
-0.271,1.029,0.797,12.695,29.419,113.770
-0.289,1.111,0.776,17.578,27.222,115.295
-0.283,1.207,0.760,21.484,25.024,117.554
-0.290,1.319,0.756,20.935,22.522,118.347
-0.292,1.424,0.753,20.142,20.081,113.403
-0.299,1.514,0.753,21.667,18.311,102.905
-0.299,1.601,0.757,25.696,16.907,89.294
-0.306,1.679,0.757,36.560,16.479,73.059
-0.329,1.738,0.736,49.927,17.944,54.138
-0.340,1.776,0.706,50.537,20.142,31.372
-0.348,1.783,0.651,40.649,23.010,4.578
-0.329,1.734,0.589,24.536,23.315,-27.527
-0.335,1.597,0.545,9.338,17.761,-65.613
-0.346,1.401,0.545,-1.221,7.568,-102.112
-0.350,1.188,0.571,-2.197,-3.845,-129.578
-0.361,0.998,0.625,-1.404,-15.137,-145.264
-0.366,0.846,0.679,2.319,-24.109,-151.245
-0.373,0.733,0.729,7.202,-28.259,-150.452
-0.377,0.651,0.764,12.451,-28.687,-146.606
-0.380,0.594,0.797,16.785,-27.405,-143.127
-0.382,0.530,0.796,22.705,-25.452,-143.921
-0.378,0.465,0.784,25.513,-22.644,-148.499
-0.386,0.370,0.751,31.860,-21.240,-156.067
-0.416,0.253,0.742,34.180,-25.818,-165.710
-0.431,0.122,0.776,29.907,-36.072,-175.354
-0.448,-0.022,0.841,28.381,-49.683,-182.983
-0.455,-0.165,0.951,22.034,-64.148,-186.768
-0.472,-0.300,1.076,19.775,-75.500,-186.523
-0.486,-0.418,1.193,25.879,-80.017,-181.580
-0.489,-0.525,1.286,27.222,-76.050,-173.035
-0.485,-0.623,1.342,21.790,-64.697,-162.781
-0.480,-0.704,1.375,10.925,-50.415,-152.771
-0.472,-0.769,1.386,-2.930,-36.621,-142.029
-0.460,-0.815,1.385,-9.766,-24.536,-129.333
-0.443,-0.860,1.370,-11.108,-14.709,-118.347
-0.416,-0.926,1.351,-13.062,-7.690,-111.694
-0.410,-1.021,1.338,-11.414,-4.211,-108.582
-0.415,-1.136,1.324,-4.333,-2.319,-103.333
-0.421,-1.227,1.323,-1.221,0.549,-90.515
-0.423,-1.270,1.309,0.977,4.700,-69.519
-0.415,-1.253,1.293,1.892,10.376,-42.969
-0.393,-1.174,1.257,2.930,17.273,-15.076
-0.373,-1.053,1.207,4.150,24.170,7.874
-0.347,-0.952,1.141,2.380,31.311,22.156
-0.330,-0.890,1.062,-0.427,37.659,27.527
-0.310,-0.878,0.987,-4.089,41.016,27.649
-0.296,-0.899,0.930,-7.263,40.771,27.161
-0.312,-0.927,0.886,-7.874,37.537,30.151
-0.308,-0.932,0.879,-9.583,31.921,38.696
-0.304,-0.906,0.895,-9.216,24.719,51.758
-0.303,-0.845,0.925,-5.859,17.639,67.322
-0.304,-0.764,0.959,-4.272,13.367,82.520
-0.302,-0.682,0.973,-3.601,13.062,95.581

-0.408,1.426,1.067,34.668,-12.817,158.508
-0.405,1.532,1.098,34.424,-9.949,145.020
-0.385,1.630,1.106,25.513,-1.892,127.197
-0.390,1.703,1.086,19.104,9.644,105.408
-0.392,1.743,1.036,19.714,22.278,80.566
-0.411,1.756,0.972,22.400,34.058,54.443
-0.420,1.738,0.870,29.114,43.579,30.701
-0.426,1.735,0.781,30.457,49.500,11.414
-0.425,1.747,0.707,33.569,49.744,-4.333
-0.435,1.752,0.637,38.086,46.814,-21.729
-0.440,1.746,0.582,35.156,42.053,-42.480
-0.442,1.699,0.527,28.259,36.194,-68.359
-0.439,1.587,0.493,15.930,27.527,-100.281
-0.447,1.413,0.494,1.404,15.991,-134.583
-0.449,1.183,0.518,-7.874,3.418,-167.603
-0.439,0.934,0.556,-11.230,-7.324,-196.533
-0.436,0.678,0.599,-10.864,-15.198,-218.811
-0.450,0.415,0.636,-3.723,-21.912,-233.276
-0.463,0.183,0.669,6.775,-26.184,-236.389
-0.488,-0.011,0.693,16.846,-28.503,-229.126
-0.506,-0.163,0.705,30.457,-32.288,-214.844
-0.519,-0.251,0.759,35.156,-41.199,-195.129
-0.524,-0.286,0.870,35.156,-54.932,-174.927
-0.516,-0.295,0.995,42.419,-68.054,-157.959
-0.529,-0.296,1.136,42.664,-76.477,-148.682
-0.530,-0.346,1.260,37.476,-77.576,-150.940
-0.547,-0.457,1.360,29.846,-71.655,-163.452
-0.564,-0.648,1.391,20.447,-60.303,-179.565
-0.565,-0.850,1.430,11.963,-46.326,-187.134
-0.578,-1.040,1.442,19.409,-31.921,-185.547
-0.572,-1.210,1.413,19.226,-18.311,-174.744
-0.567,-1.317,1.373,18.494,-6.592,-155.273
-0.550,-1.379,1.320,17.334,2.075,-130.432
-0.514,-1.386,1.278,6.958,9.460,-104.004
-0.467,-1.363,1.235,0.244,14.893,-78.735
-0.424,-1.332,1.200,-3.784,17.822,-58.350
-0.398,-1.308,1.167,-5.432,19.836,-43.335
-0.382,-1.289,1.140,-5.981,22.095,-32.349
-0.374,-1.284,1.109,-6.836,25.085,-23.193
-0.362,-1.288,1.079,-8.362,27.893,-14.771
-0.356,-1.302,1.059,-9.216,28.015,-5.981
-0.357,-1.298,1.052,-11.169,26.672,4.700
-0.347,-1.256,1.052,-11.597,26.184,18.921
-0.330,-1.186,1.041,-10.254,27.405,33.936
-0.319,-1.105,1.025,-9.460,29.236,46.570
-0.317,-1.040,0.989,-5.066,31.799,55.847
-0.314,-1.000,0.940,-2.014,33.752,62.805
-0.324,-0.969,0.890,-0.427,35.217,69.885
-0.332,-0.934,0.839,0.183,35.828,79.346
-0.330,-0.864,0.792,-1.953,35.645,92.224
-0.320,-0.753,0.751,-4.211,34.241,108.398
-0.308,-0.612,0.726,-5.798,29.724,122.925
-0.301,-0.486,0.729,-8.057,21.973,131.958
-0.291,-0.422,0.745,-10.620,13.184,131.226
-0.271,-0.411,0.785,-16.052,5.127,125.000
-0.297,-0.411,0.832,-16.846,0.305,122.009
-0.320,-0.398,0.879,-14.526,-2.686,125.488
-0.333,-0.340,0.921,-15.076,-3.967,134.766
-0.344,-0.236,0.959,-17.761,-4.272,147.217
-0.341,-0.101,0.974,-22.217,-1.953,158.630
-0.329,0.034,0.952,-23.682,3.723,165.283
-0.325,0.147,0.900,-24.414,9.583,165.527
-0.325,0.226,0.854,-28.809,13.123,159.241
-0.337,0.268,0.825,-30.823,11.414,150.452
-0.346,0.312,0.841,-30.273,4.761,144.714
-0.364,0.382,0.904,-27.283,-4.944,145.081
-0.384,0.474,0.979,-21.606,-13.794,149.475
-0.419,0.582,1.040,-16.479,-17.944,154.785
-0.455,0.715,1.093,-16.174,-16.235,160.522
-0.455,0.854,1.119,-21.667,-10.071,164.734
-0.431,1.005,1.125,-27.100,-2.075,166.565
-0.409,1.158,1.111,-27.161,5.920,165.527
-0.398,1.306,1.088,-26.062,13.123,159.546
-0.377,1.434,1.052,-23.315,20.386,148.621
-0.358,1.545,1.003,-18.616,27.771,134.094
-0.367,1.647,0.951,-13.611,33.875,119.080
-0.383,1.730,0.886,-7.202,37.903,102.356
-0.377,1.806,0.823,-4.333,40.894,84.167
